Account ID,Balance,Credit Card Balance
25424043,3672,953069
34008183,3114,746157
20585846,6897,774650
25176465,4798,697221
37011621,4515,823938
27984300,4257,988713
19321463,4081,733179
37533022,3130,879930
23030588,6330,670360
24941796,2119,896065
37790460,2678,810213
26031101,5098,872164
19067274,5021,957827
25284778,3361,931102
34031405,5495,630435
24417735,7667,766785
27169111,8581,725024
22348443,5630,650631
31848006,3211,743546
38367515,4713,894847
25057413,4525,931396
33331250,8222,918685
32284499,4906,827574
39649569,3867,772446
29100175,5028,897333
21372546,8031,839602
22750221,5205,956863
39542348,7729,857559
29696099,6880,909927
38185265,7744,885754
32418557,2899,826854
36411421,7270,867869
38657111,5829,985852
30399180,8950,900088
29765064,7783,901457
30182218,4588,840002
34016916,2285,704773
27305171,3534,798229
24350826,4263,658284
38395325,5116,751256
32313953,5689,820890
34155615,5292,713754
29159961,3865,671350
25635516,4049,822200
35802409,6581,952594
26279220,2483,691064
30885130,2401,749373
37590021,4184,927931
27441260,4842,962008
26363844,7513,869016
19672949,2968,776415
24170400,7168,705163
34487386,3150,850154
35935863,5918,876838
38093884,8041,927305
30686011,2302,813824
19476709,6794,656529
23726511,5671,726185
25157695,5187,785940
29326700,4137,759257
39690281,4343,645725
28499109,6091,957963
20299798,7409,911189
39298276,4683,945724
32987301,8942,648905
33921201,7698,992526
26328096,3072,643883
36662416,5600,699834
29945596,6592,947024
26639255,6609,771343
34135186,8538,796808
39764644,3179,681050
39999727,6104,967864
37401298,6829,981223
29798826,4694,954051
32799654,4803,695765
27231121,3701,982931
27643102,6618,765717
19920142,7398,742386
31004800,2731,843328
33597877,8752,666485
21814765,7522,918644
22743663,7443,956612
35947452,6536,952139
29118830,2489,641698
30728229,6199,905911
36677671,3284,996539
28855726,3615,871346
36897467,5430,978671
24207741,7339,683245
28105411,5457,685465
34576592,4753,730875
22939400,6531,801255
25986897,3724,695972
25391944,3516,803846
39325363,5298,870284
36202087,6044,683055
38419698,6201,803167
30642811,8343,827308
31521767,7564,971396
21545570,5037,711135
29385156,7008,984944
29802253,2191,885150
29752622,2298,650562
21412070,7411,955072
25164306,8633,959824
21962678,4177,822547
26962775,5781,796513
35344692,7285,776365
30668394,3955,991264
25749780,8809,747869
35506763,3245,963073
30154557,7378,759588
37107585,5686,787334
35099591,8086,832412
23300032,8391,955337
38986981,7816,975892
24410693,8379,819735
26479579,4882,865026
