Account ID,cst ID
35416447,6840297734
33040220,7849135804
21383120,8202063706
19453018,9674242456
32162360,7076762520
35896578,7159068021
28467895,8090223772
24957364,8763279794
34615953,8979262042
19063149,8902036243
27874909,9688629726
29390031,7133889771
27395894,7185142907
39079785,7460860002
33005129,7620873315
38212874,8226596516
21774822,8792228891
38689316,8685796166
22956442,8504852265
20033944,6905696405
28467341,8575256038
37363591,9579683009
19227824,9579212525
19666139,9092324296
35345998,8034945059
31215970,7772575683
28690181,7494740712
33798644,7371290450
36121857,7679055833
23605423,9775222799
29804662,7713289653
22217063,7438882442
19651315,6806172214
23377470,8758280155
21905436,7937915620
33968923,9112536719
20944981,7848157539
29949013,8142075982
36063270,7081292416
22684332,7126316543
26045332,6951596837
34123700,9083577182
28192223,7022976745
31222086,8964399202
38970560,9494705152
21034368,7644661287
32106443,7118092441
37924194,8916460912
29822830,7615581355
34186137,8382580332
21233803,8488143876
39641695,7396046790
18913051,8280384004
28270816,7680457953
22628004,7740506608
25032732,7896850709
31291051,6875023767
38755044,7445104619
34598530,8056616443
20924942,8505369359
19996430,8879942003
20252731,7479729795
35818391,9241605220
36696803,7642875129
28385548,8628045490
24146114,8178272624
23831454,8162463507
24966419,7088089987
20541226,7414072293
23020935,8967341238
22430266,8098112889
19434212,8105440667
39714869,6947274264
30732298,9658771409
20469932,7043591997
23171118,9381330247
24142201,7869147553
32716524,7761825001
26914092,7200411406
20068002,7605994390
33434210,7858103601
29235534,7603332907
18911055,8852777894
33874188,7665911781
28383712,9395910013
30410145,8426449678
34319738,9774809469
24776169,7379453963
29033485,7242494748
31863202,8625347004
25370084,8607790353
37902615,7160023460
34242364,8884865084
27468146,8568145815
32875722,8249786011
23329521,7361295006
38271526,8868648895
36839881,8830355240
20902297,9126555889
35760833,8695398733
38137859,6864904130
31517934,6835012580
33423071,7109173194
38630785,7594575056
33798723,6962920685
25444378,7425253255
32267486,8611748148
36127948,8861751516
23383608,7642530573
19099137,8494863647
29172937,7199163544
26726150,9404266978
32977242,7455354446
19666032,8023374685
22762878,9605409754
25449297,8348745345
33151809,8584385147
27449819,9663847445
22872011,8446698043
18966727,8737405594
34260515,8687971533
21558128,7963035444
37632428,7222600307
22604160,7390187004
36426122,6876526546
19690370,9511887489
29283485,7260298319
36259254,8305660533
26063253,8474403542
32884831,7392686420
39918832,9518234769
19423516,7818714416
22823849,7487311076
23876890,8092055462
29437092,8538968548
39717981,8592344972
20053019,9646901714
37134655,7171424180
36009797,7982222801
35600995,9051338754
25681088,7773294896
30167966,8537037863
25311093,9544266562
21492901,7435281364
38820845,9160542613
34556595,7807448195
27169303,7530476004
19487646,8950210410
21906302,9732543004
38342504,6920533884
23576927,6886373256
33992121,9653997742
27194842,9662314069
31889385,7841820962
34432377,9677433414
34939766,7755189473
19147008,8979727761
27376856,7475530988
36193946,8261130819
37275060,9024846236
20100790,9051475366
27867913,8104218569
24626857,9218544917
23455518,7152798838
22027917,8509933330
37908424,7766912445
33124590,7269050115
27196089,7239814317
21069754,9748708295
39482364,7934285155
38430455,9183574674
38771145,7783823000
32500150,6955238110
29891723,8835195875
22183774,9001983092
33145960,7021855357
32162291,8277906531
18852015,7157162430
36097077,8912114008
21330073,8637890485
39498092,8108707599
21310841,7967639964
31285911,8047217504
27236654,7990259026
32111864,7495037859
33349039,8715024510
23314149,9011922642
26744540,7166257856
21474610,8868193375
26089473,9024954680
35684705,7726199690
21293790,7650381693
19527293,8996862479
29978957,8036698119
27499431,8981881685
26794391,9288726672
36867501,7472416868
21341479,9683165394
34601103,9023085225
19142089,8586743151
21701997,6974910792
27394391,8744400661
34745407,8649531921
37877393,7300903305
27908013,8790884558
32747143,6853605834
19905658,8221262707
19442747,7753804279
35344093,9257648479
19897834,7445559221
34226100,7805364551
35076684,9696564512
30596929,7276120028
26819994,8132383729
34493957,9589293395
33005254,7011423811
34797927,7160960594
27234513,7615624910
18905376,6966161617
20608983,7695825268
31196503,8263801968
39724091,7664411350
34107745,9041621545
32533037,9110325708
27698938,7013489617
32146449,7887992134
31921972,8763843371
36323439,9465843444
30443656,9085407240
34262096,9721106443
28740532,7342260983
31590787,7388332808
22577855,7992792842
39658043,8354033578
36503029,7406757778
28760751,6829928069
25711795,9761735956
27738904,8611730975
28050841,8186684707
31646976,8498752727
24525098,9047700829
38520769,7725838897
39948297,9440125558
33312590,9444755904
37360320,9046096751
22972482,9210750140
29605660,7663940078
26816109,9723608164
26134526,9538593177
38068690,8960206186
28409840,7537998325
26000392,8813567799
21788784,7104133708
31626124,7793897900
32322872,8341351126
36174236,7646608003
23088436,7814857552
39792815,8235706737
20091540,9299870938
35690071,9348045322
21567930,9303475670
26975122,9710635722
34668829,9360399897
39263811,9370223719
29663525,7779611792
31291850,7449914446
37192622,7631126810
29252778,8387149831
33829135,7860944144
21380374,8134384297
38613360,7208310941
34128707,7526224371
20213220,8793147483
33540942,7384200281
21468207,8782963369
31565762,6991289968
31724136,9147373738
21856946,9092242410
24971498,7079435176
37408059,8004598928
33124376,8874523681
29050363,8411735914
28788679,8618119790
29508429,8483724844
20386342,8626528597
38867757,7895429466
32063412,7667310254
22328343,9285447093
34988281,9314228690
29616227,8811169617
35351641,6946018593
24690794,7764429053
30867175,8188387446
26086701,9065930886
19110235,7602454740
19510211,9086694662
36908939,9617844583
24503740,6909231621
27778673,6918162920
22531675,7040329796
21104083,8974869657
35502102,8154533377
37600905,8178290224
24921213,9789641021
32092212,9746898295
26451612,8355039248
26260768,6868544983
25583433,8530858200
36874096,8545435174
31607226,8901488599
33441204,7198256720
21752143,7643075770
26205601,9348121512
36316825,9518763250
26408552,9517725584
34561301,6851622891
26978434,7401852880
30634937,9018133160
36651520,7057420609
38883770,7277389404
28416339,7186264127
30830649,8702971665
36926906,7611387370
26749918,7640810960
32619129,6947329117
35911551,9632709155
32692408,9276370477
29241452,9133008218
31076401,7088591075
39507785,8768896259
21088713,7124463855
26707460,9366723844
37274746,7274796374
35933803,8026795114
27727995,8797400459
32967314,7244902559
23057645,7075707066
24562250,9169516777
22913660,8432401193
35119612,8678165421
37992854,8639233253
29130671,8852087082
31183880,8910625586
37116040,9417479528
21305009,9556667645
24636285,7514128643
27050288,7848841859
29824215,8605066294
28666817,8903289480
21743723,8077388607
31346378,7612804110
27564606,8941309054
32698159,7995394587
23893912,8380486915
38723385,6812524850
29357469,8740059442
37333974,9744392709
39957265,8594191646
35883313,7843873192
21107850,7782498578
23140203,9400933563
25672281,9457612556
28046544,8558898902
32813038,8129760551
25363284,7841783837
37809633,9743239975
20835107,7750276482
20192013,8386723212
31895130,7050801802
21880869,7768252202
21360740,7437925489
33790592,9773856633
34525420,7184724143
39678917,9325819526
23951499,6826394194
37015698,8447753060
37817503,8377817245
33928192,6911373633
35377883,7727028431
32443929,7891417062
27411833,7385494132
24106483,6967115128
33802934,7407785304
25611992,9570299538
18952161,9422625989
39107241,7441226632
20917732,9522581255
21030761,8541321927
35796993,9283943925
24582697,9075970730
27090110,9292792878
32282075,7792942427
32110182,7677125739
33646895,9695711083
32329942,8266537295
30900866,6915353917
24421670,6879940613
28123174,6876166972
26856127,9580491587
24016538,7541639920
39459121,6900313778
22519976,9482664188
28649154,8963674266
35923099,9267549196
39899608,9478449189
20238070,7515140802
33801265,8833790396
23408958,9624657227
33579854,9743341719
31916137,7631134146
37305698,7454678647
32493900,6986880917
24387589,8408938400
39103883,7489386360
19747926,9490663651
33094177,7161632770
23166386,7406334606
23562077,8213336231
25823060,8123416960
29209211,7434945638
35347474,7763007316
32963353,7405179709
34822427,7951601830
18874517,9485446095
34729120,9627435078
23196700,7682647808
19224039,7376907635
24200551,8282926651
25946373,7961675167
39596207,8756339191
37929171,9173840847
26755452,8452646071
38400118,7651315125
25306432,9389905771
33497884,9390337729
22490633,9187846899
21323163,9672638002
26420623,8705685695
39268446,9608093391
37598925,7602155938
32053352,7422548656
24000983,8123315077
29554627,7018812964
36172632,8375333992
23869424,7385746083
31688013,9407021729
20586613,7268701923
38552275,8009066801
34731814,8135621563
27635320,6948486474
23663418,9481443627
38146273,9452122781
31082924,7386955847
20855551,7680543104
37097650,7685644808
26553775,8040794096
39530921,7931219404
31824105,9736842638
28295503,7299549077
18954236,7843382812
39930047,7380362719
30127159,9671524045
28677373,7758300272
26353967,6910494861
38295184,9782132739
33951737,8765712859
21850096,8941706243
38725911,9111914603
34547448,8862534652
32382691,8001657015
29855060,9589406376
23450091,8908544484
32846223,7694264214
29792045,7083289063
34735223,9102766684
27815301,7909556783
22445812,9674362261
21525417,7203790951
33250952,8743449160
32480294,9545072914
33139452,7855539916
22805890,8644644564
39293071,7129459128
36497908,7991665317
20009637,9557625890
37657040,8618649847
27526097,7452527705
27390542,8944156957
30683028,7599525635
34844184,7190719522
28059869,9323331689
23784549,7438237821
27083806,9720799293
23214477,7144193549
29555578,8414789287
26245534,8088870900
28533489,8424628174
38705860,8912126999
34678195,8431207809
21684919,8617980234
28657970,9496738758
33952923,9278775468
30996137,9326458465
38519458,9026499704
28761737,7865325884
36958580,9428025577
30971682,7662030411
35395333,7825506543
39479945,9640766213
32246570,7597337161
34845333,9555888136
33785695,7674662511
20784433,9441696037
30855059,7901083924
32406914,8233915980
35534681,9025757813
38130722,7535130667
24701067,7338111691
28817207,8199761266
24079046,7231486830
20845209,7602017943
36626898,8371293081
35700072,7665019392
26343293,9565800730
28474945,6906548985
30416325,8607701245
35677593,8256141042
24605447,8133473802
26846545,8431007572
39634696,8124587356
25391484,7787520165
28216432,8554465236
35171065,9019726003
26000937,7237595014
31252688,7711379124
19922806,9087041194
28939992,9283358796
38972649,8630372962
23702248,8150595455
30328579,9112661946
36433170,9706693087
30471567,8861648802
29019968,9260242294
37923455,9138763732
32037386,9365285087
32982683,9657507944
36474384,8476695344
28808478,8741440413
39575001,9309726431
36396956,8223196413
26022805,9518240856
37004953,8157347644
39317952,8952275954
32273844,9050345054
26400321,8627668315
26599061,8587762471
28954894,7467378829
30556933,6974304615
26593023,8853952320
25501000,9586822515
38879318,9607910386
29074224,8767387370
27921774,7845466417
21116973,6994593815
25595777,8822172756
30871596,9684653475
27366581,9603547123
21211691,8205862916
22261186,7290959140
22878089,7256154297
22662881,9709563779
20958432,6944742406
22036166,9298663710
29835355,8280513777
28404919,7740699780
23585865,7298430635
35212776,9778351158
29366868,8034136283
24145240,9212868965
22811177,6953061925
32846450,9732217909
20998700,7269251920
37584165,9512292686
19639845,7579844676
29848504,7972655557
31030275,9295766258
24103955,9465252578
27425103,9353523328
27070347,6848091810
24192391,9473124047
39904988,7945635596
19638103,8982191430
28825062,7199676765
23931019,6808884067
28115035,9616775844
36150785,8143749554
25637053,7807480857
21678770,7564073113
20829586,8567286254
34233052,9665967048
30214834,7931778797
30286309,8419769725
20693762,7469172262
25365052,8847283610
24382053,9586450205
18771612,8385486038
19099127,9505535840
31291324,9238899933
22212891,8374846982
34654541,8579841096
31589760,6849059660
38279570,7619491020
22237938,7616615152
33878718,8544076379
27162262,6968543597
37399443,6895608536
22060859,7753842674
27900813,9592211176
29145598,8837934268
30524045,7459316900
39485189,7857413352
18924374,8829689758
25411289,8479523381
21855643,7863402671
25794081,6915288158
21766361,9263664044
21292265,7319688652
33523384,6814633841
28421158,6885001488
24572282,6836001671
38420511,9537159709
38412603,6877930283
26951835,9170984874
29500603,8520290315
32632351,8807345003
28312906,9410979796
39923443,7145839866
39901370,9185687158
24817672,9552551470
37033232,7621195400
28170097,7677060915
26968182,8673819030
19552854,9481904421
33705254,7826021236
35456448,7750433140
22955289,9560708664
27504710,7485610754
20365963,6839742060
27184269,7577002783
24203340,9468148815
38608273,8358223718
29695193,9554726743
20010798,8414151045
19602232,8503150693
35758726,9221016342
38202011,8317424783
33252997,8084826665
27817008,7117549612
27837750,8367842987
37093465,9383143615
21670658,7004753177
29457241,9545641388
38232652,6906483350
34394744,8178169305
32759264,7747957924
38069413,7696493541
34497879,9223924461
29741955,8937002270
25499974,7129847699
34979079,9695490464
38019733,7546505743
22374879,8045950928
26846074,8178477838
26702677,9543674176
21692686,8170984896
19952219,8929873237
35263070,9263627798
34446411,8848137593
39377373,9734543395
19763264,8851847851
20657594,7751046532
36815367,9088738421
24685296,9031534648
39845487,7599378839
33045160,9755795176
39457041,8096455011
19712581,6909683909
34909692,7171378708
28474644,8188528861
21688488,8688972973
37529598,9752063201
24859116,8175840429
33077107,8720753816
22633233,8746838050
30917119,6849661251
22768022,7039332344
37954080,8720359654
20414983,7310465675
23953394,6798262487
25705015,7288658160
20801151,8421563713
24752081,6908384772
37908290,9037134069
39270037,8987816612
38680727,7728708768
32661915,8697457126
28703822,8270449932
25643235,9429063208
34009760,6958696144
25658842,9031694740
21196608,9195560701
18934339,7386052378
38940793,8981672029
31595814,8106645956
38637104,7729830185
38527192,7136907520
23968893,9077240510
39091997,7045627683
36558891,7231359795
19335601,9781278272
30467160,6866764926
33914871,7137824851
24521503,7335741016
27025396,7793253549
22101886,7490800425
27778593,7445387011
24027620,9476529491
33296240,9650144098
22402790,7428894450
25419093,8990418329
24595335,8308551602
36604928,7858348709
37974221,8147010941
33516385,9095665940
31423698,7097593650
38552582,7886854061
28029513,9450185466
26388647,9227870234
35232974,7698796454
36698140,8809001763
19453531,8100631531
22919143,9498920539
32253279,8592759464
20429700,8379280340
24620207,8952516009
33305338,8688024810
28852390,8935141689
33935081,9351820844
31393213,9764817666
30382026,8358717745
29063488,8894000416
39264843,8735811903
20456675,7047613778
25794091,7343011591
35713957,8261038206
26654634,8345575863
30919853,8420413898
29402224,8763573440
24744517,9664489054
39617567,9772242459
38296531,8890117057
25384158,9603175430
36121098,7218027091
19786113,7394163074
32718625,7486122414
22377200,8638566882
32318799,9037800395
28652699,8013173430
26567350,8799147449
22115606,7790374905
22940102,9674532865
38490637,9504373749
31254798,7057512845
33486765,7901993659
30426408,7528401981
20521685,8755947698
27382983,9160047294
23711912,7473080837
24803478,7611218554
20491330,7173645551
21089396,7454520355
31220220,8822163846
31076420,9491812366
26009137,9035491743
35846101,7347941119
24754647,7044034915
33350216,8333431364
38825373,9709610487
33074507,9451662077
36836530,8923094658
29795628,8972722754
19325038,8763110469
35552629,9108449595
23351771,8766230874
28762855,9468082049
25162854,7124612278
25802154,9637291283
29644911,9344531947
21907706,9060185339
38387370,8827087849
19508338,9585933534
25796367,8944424157
19423708,8199395276
23294456,7249746730
19446707,9319187287
19311471,9160988238
36513290,8184997446
20361052,7355238871
26794906,9030339347
22061874,9416236745
29526993,7040605977
31237016,7385368843
30833112,8543894638
33262118,9286294753
20212625,8247225557
39062341,9717424990
18899800,8811568143
21773334,9665621810
20555633,6826411358
32786943,9519689286
32602195,7348793710
20977286,9410854953
39581258,9321087359
21467494,8215343995
27809366,8426250398
36181786,7755403202
39133665,9714605421
20043775,9408987863
19225870,6976785524
38364333,7170443101
28783610,8799057448
24469732,9497632470
26077013,7381367645
39693192,6947471409
26381269,7474448275
28443838,7210841049
24869580,8805122399
28680234,7082171457
29707216,9636320596
33024236,9286586798
35816814,9756311526
35275253,7023045242
21502236,7103215530
39133147,7348281361
28757946,9432460647
31851948,7444648121
27574856,8383723806
22397835,8725465050
27860060,7241156680
37983497,7410059249
20165991,7616229708
31025268,8079069015
35177688,8242034613
39401473,7670399833
36952001,8082879640
29639528,9526082523
19146213,7156022872
39919099,6976225515
29460498,8261766812
29362827,8004081716
24668210,7728766465
30098813,7896684504
35781931,7762733413
18975137,9392359712
20337494,9237646259
20598748,8245443856
26555763,8293857774
39447928,7740156115
26746261,7061070083
23724765,7485112995
20007848,9478215248
36937227,8030378118
31274221,7944143264
24935353,8604457405
27233706,9618799861
34378720,8866177170
33782552,9194485394
28214452,9524368166
36681786,9001006865
23682205,8043092377
21325115,9575261295
28070473,8300500538
34349427,7610241259
35373929,7945535268
30869209,8460023711
36069429,7890648626
32623337,8712256878
23201335,9309504607
22403132,8599497707
30967325,9735154602
29826212,9726019187
26091944,8262901898
22182838,7091718897
24068635,9563628067
35750163,7799868376
33745037,9572303157
32955536,8997969336
26212376,8248378509
38830386,6986102740
26758345,7352391807
34740179,8851806681
38844412,6954840188
31885995,8234095852
32120625,7432158888
32140508,9257363447
19673809,9341877038
27541463,9754097951
35325559,7464328672
32179117,9159957630
39380824,7998225886
26858817,9643840615
30082095,8219038100
38291976,9040192149
23251898,9521048224
35124235,7770018929
27958149,7655953673
30494409,8190529636
19308940,8960406476
26646314,7254662454
35471124,7990856665
29242345,6844279271
35912795,9650806246
30875864,9089243507
22624832,8614751292
22864536,9036544253
34710531,9663260764
22146780,8858708257
31996365,6912287343
19379502,8065034834
19940177,7511886234
21105098,8434714769
25962529,8511737069
33300661,8727627830
33296278,7634788077
29236813,8900700815
38825652,8148462341
23141183,7527435242
19961249,9283021723
21366406,8004795641
27283835,8225071819
30879751,9181999281
28601536,8730179697
30428388,7021365484
34393323,8111396175
33061381,8759583671
39692196,7967133257
19749975,7975746328
31491861,9214993388
34112214,8513173166
37766991,7337356382
21175662,7163041411
29148849,7187011491
35008570,7957430910
38497765,8988739387
25663006,8439816951
25394829,8112862391
22638194,9593105200
30135286,9323222685
37894046,7610008438
36878526,7499795626
29172030,8449489874
34608074,7700012798
33607332,8107551915
25436630,7179906037
30559310,8805792687
28396159,8501539654
36194135,7591165861
39099687,7273393189
35234928,8519309210
34075703,9036036241
20843832,8477974414
23854917,9007903928
26735239,8773961407
20283135,6996710019
20588860,7748267550
34830645,9548608991
26583326,7775373479
19999752,6871655819
34363164,9416366880
19871844,9080353417
27418006,9025670918
31884144,8368232342
33305240,7490331144
30326421,9248933467
37473549,9765811178
36822102,8198097291
25820528,9609591577
30085350,9778067721
23636588,7333699476
38341117,9383217848
21912562,9493546237
29885287,8014360902
19922411,9663362339
38424605,9439053264
34828350,9402271181
28073857,9151529072
21246092,9542023178
28758445,7218888865
31511526,7785738527
34861594,8053015158
36197410,7472352962
20080741,6803609795
25424043,7376983061
34008183,9786925446
20585846,7375498713
25176465,8156211370
37011621,9138603663
27984300,8392355289
19321463,6818090652
37533022,8741646036
23030588,7965985182
24941796,6972499454
37790460,9397122124
26031101,8877989727
19067274,8236090106
25284778,9149813021
34031405,7028139384
24417735,8733802415
27169111,7049170600
22348443,9152492720
31848006,6868377425
38367515,7579351875
25057413,8308799815
33331250,8888772719
32284499,9130651235
39649569,8426284049
29100175,7982095139
21372546,7012752426
22750221,7653246411
39542348,8122066338
29696099,6920714827
38185265,6992361712
32418557,7876385650
36411421,9676195453
38657111,8631738670
30399180,8869801606
29765064,9349844260
30182218,7841669271
34016916,8671729325
27305171,8948862126
24350826,8328802309
38395325,8207637291
32313953,9574227610
34155615,9169667350
29159961,8882134564
25635516,8774906560
35802409,9019752799
26279220,8109106891
30885130,7744881655
37590021,9284567934
27441260,9769110464
26363844,9343157519
19672949,7056073521
24170400,8623158905
34487386,7099050256
35935863,8668480323
38093884,9189957008
30686011,8917523670
19476709,9597518561
23726511,7022059123
25157695,8105750047
29326700,7802643890
39690281,8872541818
28499109,9695038434
20299798,6793359696
39298276,7152792043
32987301,8062042008
33921201,8666456511
26328096,8653201699
36662416,8541699389
29945596,7052143632
26639255,9537723551
34135186,8793524229
39764644,9570590713
39999727,7696772641
37401298,9442862842
29798826,6978592488
32799654,8870225542
27231121,8364199963
27643102,7769486509
19920142,7883137712
31004800,8890777898
33597877,6989771096
21814765,7229566346
22743663,9215796469
35947452,9193154306
29118830,8607421597
30728229,9684024476
36677671,9603730386
28855726,7169065480
36897467,9240442935
24207741,8502376405
28105411,7654689175
34576592,8377757343
22939400,8988664167
25986897,9326878529
25391944,9672969247
39325363,8049226237
36202087,7637747697
38419698,8595720736
30642811,6932683949
31521767,7528002509
21545570,8009183669
29385156,8009122526
29802253,9140205747
29752622,9019550773
21412070,6993276079
25164306,7263200728
21962678,8436602629
26962775,8851445835
35344692,8235565566
30668394,8212735093
25749780,8898365747
35506763,8324045315
30154557,6884391560
37107585,7519910898
35099591,7756963401
23300032,7295609325
38986981,7915394623
24410693,9632565262
26479579,8247281026
37270298,8914273586
25685385,7506130735
29331255,9519695869
22916601,8375102998
21842304,8301836646
33652185,7408195414
27855560,8227765712
25902003,9407485749
28780336,8368699219
34342120,9662238391
20195720,6982970037
32499676,8706263996
24461943,6932141363
32926046,7495040944
33621990,7244976414
20171743,7062689418
38013272,8124007830
33166055,8943371072
21830565,8398808307
28276034,6939965933
20917369,7262167820
34604992,8428816201
19019875,9699094385
35279321,9183526643
36897056,9476584217
25679678,8682893335
27606629,8446399419
20393406,7154243870
22125333,9048226504
34885092,9563689271
23220094,8171607864
26185062,7473402449
19321067,6874220685
24577172,9646450137
35027480,9317531434
37009016,7450810027
31158548,8009804263
20838159,7703670104
36044049,8453035497
28705686,6964211709
39192677,8023416246
29567660,8006619502
37548625,9473490526
25754720,8268975122
36728518,8288509876
26652968,8115585595
19546239,8438665947
38868200,8882695604
23928825,6928677234
22733473,8491649946
36803223,7963977180
21826231,8446800152
20369022,7280850860
20734708,8922229195
33803053,7378261515
22376398,7884671313
24788684,7994868511
29225463,7937178041
19142127,8215466859
19185500,8402248641
34165388,7301753668
30047388,9057545750
36998270,7621827300
39489393,7214467466
36096536,8865303587
25532552,7800315859
31433773,6922253241
33327476,7299124545
19468765,9154466458
33767999,8758334389
20903372,8665896694
24733391,9480621148
25066826,9604458715
35052380,7523953216
37321330,9457679640
27226773,8914061910
22162631,9504063146
38699257,8449174376
25313704,6792449483
36837411,8476708811
28910429,6990033177
22914995,9078386714
22329412,9688217359
19920978,7212900433
24938450,9549397933
36139328,8338047460
39007296,8090189254
36639114,8787034739
31503437,9766953086
28930201,7103511809
27387633,7960197744
20811820,7841507657
27100481,7780045370
30856282,7058251140
32537740,8816746881
19501178,9703801820
21521975,8982016392
20325563,8512052122
20444001,9571848024
30043077,9054174474
33720843,7895937648
37062386,9066730059
36276354,8486648440
25319945,6836880203
28613151,7276390746
38155639,7513204675
36593655,9122649776
33598515,9689494947
38109371,9598799093
34569655,7079298456
27572882,7256251606
21577525,7842300604
27059865,9535839270
36253789,8262535113
19348005,8058981510
20434401,7501279295
28074097,9177863088
24972738,7750658826
19054617,7234916612
21701563,7252621963
26838368,8160267652
23581565,7787599447
37829188,8512427954
24699279,8657862274
32186926,8528574713
38132203,7696089505
38078890,8326376758
20164185,7574635884
39237986,8681037956
28406082,9079359177
36251367,9220277589
33149826,7272046253
23649089,7216146751
23797452,7667319941
21779418,9392900850
28945326,9408337809
19203369,7471695770
18801418,7922231275
28886835,9629900958
25184777,9215882180
37556862,6948703569
20848825,7527183003
29560443,9669566378
38348906,8954828490
18989403,9380664132
36961327,8575912187
33637578,8465380683
20018838,9233775720
24970356,9220954388
22244731,8925548978
32369461,7363222146
27351420,8219161901
26006588,9462323367
29817742,7607031060
27550407,9557512248
29479742,9666717263
29475078,9571219735
